work_year,experience_level,employment_type,job_title,salary,salary_currency,salary_in_usd,employee_residence,remote_ratio,company_location,company_size
2023,SE,FL,Software Data Engineer,229020,USD,229020,NG,50,AU,M
2023,EN,FT,Data Analyst,183151,USD,183151,UZ,100,US,L
2023,SE,FT,Machine Learning Engineer,225279,USD,225279,US,0,US,M
2023,SE,FT,Machine Learning Engineer,239488,USD,239488,US,0,US,M
2023,EX,FT,Data Engineer,280732,USD,280732,US,100,US,M
2023,EX,FT,Data Engineer,260127,USD,260127,US,100,US,M
2023,SE,FT,Data Analyst,246053,USD,246053,US,0,US,M
2023,SE,FT,Data Analyst,249030,USD,249030,US,0,US,M
2023,EN,FT,Data Analyst,140153,USD,140153,US,0,US,M
2023,EN,FT,Data Analyst,142851,USD,142851,US,0,US,M
2023,SE,FT,Data Scientist,233127,USD,233127,US,0,US,M
2023,SE,FT,Data Scientist,233709,USD,233709,US,0,US,M
2023,MI,FT,Data Engineer,196195,USD,196195,US,0,US,M
2023,MI,FT,Data Engineer,212400,USD,212400,US,0,US,M
2023,SE,FT,Machine Learning Engineer,229778,USD,229778,US,0,US,M
2023,SE,FT,Machine Learning Engineer,222329,USD,222329,US,0,US,M
2023,SE,FT,Data Engineer,211763,USD,211763,US,0,US,M
2023,SE,FT,Data Engineer,219536,USD,219536,US,0,US,M
2023,MI,FT,Data Engineer,187902,USD,187902,US,0,US,M
2023,MI,FT,Data Engineer,209815,USD,209815,US,0,US,M
2023,MI,FT,Data Analyst,181294,USD,181294,GB,0,GB,M
2023,MI,FT,Data Analyst,190183,USD,190183,GB,0,GB,M
2023,SE,FT,Data Engineer,228103,USD,228103,US,0,US,M
2023,SE,FT,Data Engineer,242547,USD,242547,US,0,US,M
2023,SE,FT,Data Analyst,257795,USD,257795,US,0,US,M
2023,SE,FT,Data Analyst,221135,USD,221135,US,0,US,M
2023,SE,FT,Data Analyst,221632,USD,221632,US,0,US,M
2023,SE,FT,Data Analyst,240018,USD,240018,US,0,US,M
2023,EN,FT,Research Scientist,162075,USD,162075,US,0,US,M
2023,EN,FT,Research Scientist,176040,USD,176040,US,0,US,M
2023,MI,FT,Data Engineer,195300,USD,195300,US,0,US,M
2023,MI,FT,Data Engineer,183992,USD,183992,US,0,US,M
2023,MI,FT,Data Scientist,206781,USD,206781,US,100,US,M
2023,MI,FT,Data Scientist,212992,USD,212992,US,100,US,M
2023,SE,FT,Data Scientist,239536,USD,239536,US,0,US,M
2023,SE,FT,Data Scientist,235781,USD,235781,US,0,US,M
2023,SE,FT,Data Engineer,241088,USD,241088,US,0,US,M
2023,SE,FT,Data Engineer,242318,USD,242318,US,0,US,M
2023,SE,FT,Data Analyst,254070,USD,254070,US,100,US,M
2023,SE,FT,Data Analyst,245277,USD,245277,US,100,US,M
2023,MI,FT,Data Scientist,197696,USD,197696,US,100,US,M
2023,MI,FT,Data Scientist,201458,USD,201458,US,100,US,M
2023,SE,FT,Data Scientist,244164,USD,244164,US,0,US,M
2023,SE,FT,Data Scientist,219905,USD,219905,US,0,US,M
2023,MI,FT,Machine Learning Scientist,176820,USD,176820,US,0,US,S
2023,MI,FT,Machine Learning Scientist,167684,USD,167684,US,0,US,S
2023,SE,FT,Data Scientist,230044,USD,230044,US,0,US,M
2023,SE,FT,Data Scientist,245027,USD,245027,US,0,US,M
2023,SE,FT,Machine Learning Engineer,234191,USD,234191,US,0,US,M
2023,SE,FT,Machine Learning Engineer,232456,USD,232456,US,0,US,M
2023,SE,FT,Data Manager,212396,USD,212396,US,0,US,M
2023,SE,FT,Data Manager,237646,USD,237646,US,0,US,M
2023,MI,FT,Machine Learning Infrastructure Engineer,199738,USD,199738,US,0,US,M
2023,MI,FT,Machine Learning Infrastructure Engineer,217935,USD,217935,US,0,US,M
2023,SE,FT,Data Engineer,234610,USD,234610,US,100,US,M
2023,SE,FT,Data Engineer,240927,USD,240927,US,100,US,M
2023,MI,FT,Data Engineer,191289,USD,191289,US,0,US,M
2023,MI,FT,Data Engineer,207212,USD,207212,US,0,US,M
2023,SE,FT,Data Scientist,228557,USD,228557,US,0,US,M
2023,SE,FT,Data Scientist,233045,USD,233045,US,0,US,M
2023,MI,FT,Data Analyst,204788,USD,204788,GB,100,GB,M
2023,MI,FT,Data Analyst,199737,USD,199737,GB,100,GB,M
2023,SE,FT,Data Analyst,222147,USD,222147,US,0,US,M
2023,SE,FT,Data Analyst,229826,USD,229826,US,0,US,M
2023,SE,FT,Data Scientist,252571,USD,252571,US,100,US,M
2023,SE,FT,Data Scientist,227393,USD,227393,US,100,US,M
2023,SE,FT,Data Engineer,229894,USD,229894,US,0,US,M
2023,SE,FT,Data Engineer,219906,USD,219906,US,0,US,M
2023,SE,FT,Data Engineer,242627,USD,242627,US,0,US,M
2023,SE,FT,Data Engineer,210038,USD,210038,US,0,US,M
2023,SE,FT,Data Engineer,231599,USD,231599,US,100,US,M
2023,SE,FT,Data Engineer,242822,USD,242822,US,100,US,M
2023,MI,FT,Data Engineer,207069,USD,207069,US,0,US,M
2023,MI,FT,Data Engineer,187511,USD,187511,US,0,US,M
2023,SE,FT,Data Scientist,233043,USD,233043,US,100,US,M
2023,SE,FT,Data Scientist,262253,USD,262253,US,100,US,M
2023,MI,FT,Data Engineer,170939,USD,170939,GB,0,GB,M
2023,MI,FT,Data Engineer,161938,USD,161938,GB,0,GB,M
2023,SE,FT,Data Engineer,233575,USD,233575,US,0,US,M
2023,SE,FT,Data Engineer,222280,USD,222280,US,0,US,M
2023,EN,FT,Data Analyst,145256,USD,145256,US,100,US,M
2023,EN,FT,Data Analyst,165992,USD,165992,US,100,US,M
2023,SE,FT,Data Scientist,232622,USD,232622,US,0,US,M
2023,SE,FT,Data Scientist,222937,USD,222937,US,0,US,M
2023,SE,FT,Analytics Engineer,210050,USD,210050,US,0,US,M
2023,SE,FT,Analytics Engineer,235859,USD,235859,US,0,US,M
2023,SE,FT,Machine Learning Engineer,239695,USD,239695,US,0,US,M
2023,SE,FT,Machine Learning Engineer,230710,USD,230710,US,0,US,M
2023,SE,FT,Data Analyst,259639,USD,259639,US,100,US,M
2023,SE,FT,Data Analyst,224670,USD,224670,US,100,US,M
2023,SE,FT,Machine Learning Engineer,213610,USD,213610,US,0,US,M
2023,SE,FT,Machine Learning Engineer,223604,USD,223604,US,0,US,M
2023,SE,FT,Data Analyst,226953,USD,226953,US,0,US,M
2023,SE,FT,Data Analyst,230417,USD,230417,US,0,US,M
2023,SE,FT,Data Engineer,225407,USD,225407,US,0,US,M
2023,SE,FT,Data Engineer,232520,USD,232520,US,0,US,M
2023,SE,FT,Data Engineer,213295,USD,213295,US,0,US,M
2023,SE,FT,Data Engineer,245609,USD,245609,US,0,US,M
2023,MI,FT,Data Analytics Manager,186915,USD,186915,US,0,US,M
2023,MI,FT,Data Analytics Manager,201295,USD,201295,US,0,US,M
2023,SE,FT,Research Scientist,238008,USD,238008,US,0,US,M
2023,SE,FT,Research Scientist,239376,USD,239376,US,0,US,M
2023,SE,FT,Data Scientist,236530,USD,236530,US,0,US,M
2023,SE,FT,Data Scientist,235067,USD,235067,US,0,US,M
2023,SE,FT,Data Engineer,246005,USD,246005,US,100,US,M
2023,SE,FT,Data Engineer,254235,USD,254235,US,100,US,M
2023,SE,FT,Research Scientist,236256,USD,236256,US,0,US,M
2023,SE,FT,Research Scientist,242400,USD,242400,US,0,US,M
2023,SE,FT,Data Scientist,228624,USD,228624,ES,0,ES,M
2023,SE,FT,Data Scientist,246965,USD,246965,ES,0,ES,M
2023,SE,FT,Data Scientist,221590,USD,221590,US,0,US,M
2023,SE,FT,Data Scientist,251291,USD,251291,US,0,US,M
2023,EN,FT,Data Analyst,152018,USD,152018,IN,50,IN,M
2023,MI,FT,Research Scientist,176746,USD,176746,US,0,US,M
2023,MI,FT,Research Scientist,195435,USD,195435,US,0,US,M
2022,EN,PT,Data Analyst,124334,USD,124334,US,100,US,S
2022,MI,FT,Business Data Analyst,201778,USD,201778,BR,100,BR,M
2023,SE,FT,Head of Data,252975,USD,252975,PT,100,PT,L
2022,EX,FT,Data Science Manager,279150,USD,279150,UZ,0,RU,L
2023,SE,FT,Data Analyst,214846,USD,214846,US,100,US,M
2023,SE,FT,Data Analyst,232077,USD,232077,US,100,US,M
2023,SE,FT,Data Analyst,208439,USD,208439,US,100,US,M
2023,SE,FT,Data Analyst,218510,USD,218510,US,100,US,M
2023,SE,FT,Data Science Manager,248616,USD,248616,MX,100,MX,M
2023,SE,FT,Data Science Manager,248921,USD,248921,MX,100,MX,M
2023,SE,FT,Data Analyst,242600,USD,242600,US,100,US,M
2023,SE,FT,Data Analyst,225906,USD,225906,US,100,US,M
2023,EN,FT,Computer Vision Engineer,146727,USD,146727,US,0,US,M
2023,SE,FT,BI Data Analyst,236156,USD,236156,DE,100,DE,M
2023,EN,FT,AI Developer,131212,USD,131212,DE,0,DE,M
2023,SE,FT,Machine Learning Engineer,249924,USD,249924,US,0,US,M
2023,SE,FT,Machine Learning Engineer,242418,USD,242418,US,0,US,M
2023,SE,FT,Data Analyst,214850,USD,214850,IN,100,IN,S
2023,MI,FT,Machine Learning Engineer,192222,USD,192222,US,0,US,M
2023,MI,FT,Machine Learning Engineer,194398,USD,194398,US,0,US,M
2023,SE,FT,Data Engineer,203821,USD,203821,US,0,US,M
2023,SE,FT,Data Engineer,225336,USD,225336,US,0,US,M
2023,SE,FT,Data Analyst,219323,USD,219323,US,0,US,M
2023,SE,FT,Data Analyst,215491,USD,215491,US,0,US,M
2023,SE,FT,Machine Learning Engineer,228529,USD,228529,US,0,US,M
2023,SE,FT,Machine Learning Engineer,253452,USD,253452,US,0,US,M
2023,MI,FT,Data Scientist,222383,USD,222383,FR,50,FR,L
2023,SE,FT,Data Science Consultant,227352,USD,227352,TH,50,TH,M
2023,SE,FT,Data Analyst,234364,USD,234364,US,0,US,M
2023,SE,FT,Data Analyst,244276,USD,244276,US,0,US,M
2023,SE,FT,Data Scientist,250785,USD,250785,US,100,US,M
2023,SE,FT,Data Scientist,240414,USD,240414,US,100,US,M
2023,SE,FT,Data Analyst,219743,USD,219743,US,0,US,M
2023,SE,FT,Data Analyst,235871,USD,235871,US,0,US,M
2023,SE,FT,Machine Learning Engineer,236617,USD,236617,US,0,US,M
2023,SE,FT,Machine Learning Engineer,242632,USD,242632,US,0,US,M
2023,EX,FT,Data Engineer,285915,USD,285915,US,100,US,M
2023,EX,FT,Data Engineer,290883,USD,290883,US,100,US,M
2023,SE,FT,Data Analyst,221083,USD,221083,US,0,US,M
2023,SE,FT,Data Analyst,243294,USD,243294,US,0,US,M
2023,SE,FT,Data Scientist,232069,USD,232069,US,0,US,M
2023,SE,FT,Data Scientist,254580,USD,254580,US,0,US,M
2023,SE,FT,Machine Learning Engineer,223637,USD,223637,US,0,US,M
2023,SE,FT,Machine Learning Engineer,252712,USD,252712,US,0,US,M
2023,SE,FT,Data Architect,230472,USD,230472,US,0,US,M
2023,SE,FT,Data Architect,220290,USD,220290,US,0,US,M
2023,SE,FT,Machine Learning Engineer,226098,USD,226098,US,0,US,M
2023,SE,FT,Machine Learning Engineer,228059,USD,228059,US,0,US,M
2022,SE,FT,Lead Data Scientist,261485,USD,261485,US,100,US,L
2023,MI,FT,Data Engineer,194568,USD,194568,US,0,US,M
2023,MI,FT,Data Engineer,181421,USD,181421,US,0,US,M
2023,SE,FT,Research Engineer,223508,USD,223508,DE,100,DE,S
2023,SE,FT,Research Engineer,249483,USD,249483,DE,100,DE,S
2023,SE,FT,Machine Learning Engineer,252611,USD,252611,DE,0,DE,M
2023,SE,FT,Machine Learning Engineer,237131,USD,237131,DE,0,DE,M
2023,SE,FT,Data Engineer,228755,USD,228755,US,0,US,M
2023,SE,FT,Data Engineer,229739,USD,229739,US,0,US,M
2023,SE,FT,Machine Learning Engineer,239255,USD,239255,US,0,US,M
2023,SE,FT,Machine Learning Engineer,219637,USD,219637,US,0,US,M
2023,SE,FT,Data Analyst,234414,USD,234414,US,100,US,M
2023,SE,FT,Data Analyst,217495,USD,217495,US,100,US,M
2023,SE,FT,Data Manager,233486,USD,233486,GB,0,GB,M
2023,SE,FT,Data Manager,236459,USD,236459,GB,0,GB,M
2023,EX,FT,Head of Data Science,265107,USD,265107,GB,0,GB,M
2023,EX,FT,Head of Data Science,289770,USD,289770,GB,0,GB,M
2023,SE,FT,Data Engineer,213604,USD,213604,US,0,US,M
2023,SE,FT,Data Engineer,210743,USD,210743,US,0,US,M
2023,SE,FT,Data Engineer,230990,USD,230990,US,0,US,M
2023,SE,FT,Data Engineer,240853,USD,240853,US,0,US,M
2023,SE,FT,Data Quality Analyst,249288,USD,249288,US,0,US,M
2023,SE,FT,Data Quality Analyst,223598,USD,223598,US,0,US,M
2023,SE,FT,Data Engineer,241232,USD,241232,US,0,US,M
2023,SE,FT,Data Engineer,227838,USD,227838,US,0,US,M
2023,SE,FT,Data Analyst,235430,USD,235430,US,100,US,M
2023,SE,FT,Data Analyst,248094,USD,248094,US,100,US,M
2023,SE,FT,Data Engineer,236120,USD,236120,US,0,US,M
2023,SE,FT,Data Engineer,209400,USD,209400,US,0,US,M
2023,MI,FT,Insight Analyst,208802,USD,208802,GB,0,GB,M
2023,MI,FT,Insight Analyst,207646,USD,207646,GB,0,GB,M
2023,SE,FT,Data Scientist,222200,USD,222200,US,0,US,M
2023,SE,FT,Data Scientist,234445,USD,234445,US,0,US,M
2023,SE,FT,Data Analyst,233422,USD,233422,US,0,US,M
2023,SE,FT,Data Analyst,230625,USD,230625,US,0,US,M
2023,SE,FT,Data Science Manager,222902,USD,222902,US,0,US,M
2023,SE,FT,Data Science Manager,221447,USD,221447,US,0,US,M
2023,SE,FT,Data Analyst,227193,USD,227193,US,0,US,M
2023,SE,FT,Data Analyst,241559,USD,241559,US,0,US,M
2023,SE,FT,Data Analyst,234017,USD,234017,US,0,US,M
2023,SE,FT,Data Analyst,223056,USD,223056,US,0,US,M
2023,SE,FT,Data Manager,237951,USD,237951,US,0,US,M
2023,SE,FT,Data Manager,194548,USD,194548,US,0,US,M
2023,SE,FT,Machine Learning Infrastructure Engineer,245772,USD,245772,US,0,US,M
2023,SE,FT,Machine Learning Infrastructure Engineer,211142,USD,211142,US,0,US,M
2023,SE,FT,Data Analyst,233154,USD,233154,US,100,US,M
2023,SE,FT,Data Analyst,224076,USD,224076,US,100,US,M
2023,SE,FT,Data Engineer,212777,USD,212777,US,0,US,M
2023,SE,FT,Data Engineer,242217,USD,242217,US,0,US,M
2023,MI,FT,Applied Machine Learning Engineer,179992,USD,179992,US,0,US,M
2022,EN,FT,Data Scientist,158854,USD,158854,US,100,US,M
2023,MI,FT,AI Scientist,209737,USD,209737,ES,50,ES,L
2023,SE,FT,Data Analyst,233219,USD,233219,US,0,US,M
2023,SE,FT,Data Analyst,228421,USD,228421,US,0,US,M
2023,SE,FT,Data Scientist,214318,USD,214318,US,0,US,M
2023,SE,FT,Data Scientist,241644,USD,241644,US,0,US,M
2023,SE,FT,Data Engineer,222380,USD,222380,US,0,US,M
2023,SE,FT,Data Engineer,209638,USD,209638,US,0,US,M
2023,SE,FT,Data Engineer,233167,USD,233167,US,100,US,M
2023,SE,FT,Data Engineer,256292,USD,256292,US,100,US,M
2023,SE,FT,Data Engineer,238493,USD,238493,US,0,US,M
2023,SE,FT,Data Engineer,224119,USD,224119,US,0,US,M
2023,SE,FT,Machine Learning Engineer,227712,USD,227712,US,0,US,M
2023,SE,FT,Machine Learning Engineer,228043,USD,228043,US,0,US,M
2023,SE,FT,Data Engineer,263198,USD,263198,US,100,US,M
2023,SE,FT,Data Engineer,242879,USD,242879,US,100,US,M
2023,SE,FT,Research Engineer,238955,USD,238955,US,0,US,M
2023,SE,FT,Research Engineer,246152,USD,246152,US,0,US,M
2023,SE,FT,Machine Learning Engineer,244762,USD,244762,CA,100,CA,M
2023,SE,FT,Machine Learning Engineer,238794,USD,238794,CA,100,CA,M
2023,SE,FT,Analytics Engineer,223045,USD,223045,US,0,US,M
2023,SE,FT,Analytics Engineer,224541,USD,224541,US,0,US,M
2023,MI,FT,Deep Learning Engineer,199653,USD,199653,US,100,US,M
2023,MI,FT,Deep Learning Engineer,208823,USD,208823,US,100,US,M
2023,SE,FT,Data Engineer,238922,USD,238922,US,100,US,M
2023,SE,FT,Data Engineer,247083,USD,247083,US,100,US,M
2023,SE,FT,Data Engineer,227332,USD,227332,US,0,US,M
2023,SE,FT,Data Engineer,229242,USD,229242,US,0,US,M
2023,SE,FT,Data Scientist,205743,USD,205743,US,0,US,M
2023,SE,FT,Data Scientist,240685,USD,240685,US,0,US,M
2023,SE,FT,Data Scientist,233854,USD,233854,US,0,US,M
2023,SE,FT,Data Scientist,241665,USD,241665,US,0,US,M
2023,SE,FT,Analytics Engineer,190676,USD,190676,US,0,US,M
2023,SE,FT,Analytics Engineer,250437,USD,250437,US,0,US,M
2023,SE,FT,Data Manager,227026,USD,227026,US,0,US,M
2023,SE,FT,Data Manager,241986,USD,241986,US,0,US,M
2023,SE,FT,Data Scientist,217232,USD,217232,US,0,US,M
2023,SE,FT,Data Scientist,237046,USD,237046,US,0,US,M
2023,MI,FT,Data Engineer,205670,USD,205670,GB,100,GB,L
2023,SE,FT,Data Analyst,210021,USD,210021,US,100,US,S
2023,SE,FT,Data Analyst,240447,USD,240447,US,100,US,S
2023,EN,FT,Data Analyst,145213,USD,145213,US,0,US,M
2023,EN,FT,Data Analyst,150106,USD,150106,US,0,US,M
2023,SE,FT,Data Analyst,237931,USD,237931,US,0,US,M
2023,SE,FT,Data Analyst,233442,USD,233442,US,0,US,M
2023,SE,FT,Data Engineer,240103,USD,240103,US,100,US,M
2023,SE,FT,Data Engineer,242675,USD,242675,US,100,US,M
2023,SE,FT,Machine Learning Engineer,260714,USD,260714,US,0,US,M
2023,SE,FT,Machine Learning Engineer,231209,USD,231209,US,0,US,M
2021,MI,FT,AI Scientist,157710,USD,157710,GH,0,GH,S
2023,SE,FT,Machine Learning Engineer,254496,USD,254496,US,100,US,M
2023,SE,FT,Machine Learning Engineer,255154,USD,255154,US,100,US,M
2023,MI,FT,Data Infrastructure Engineer,212631,USD,212631,US,100,US,M
2023,MI,FT,Data Infrastructure Engineer,206057,USD,206057,US,100,US,M
2023,SE,FT,Machine Learning Engineer,228196,USD,228196,US,100,US,M
2023,SE,FT,Machine Learning Engineer,261483,USD,261483,US,100,US,M
2023,MI,FT,Data Infrastructure Engineer,174656,USD,174656,US,0,US,M
2023,MI,FT,Data Infrastructure Engineer,192028,USD,192028,US,0,US,M
2023,SE,FT,Machine Learning Engineer,232856,USD,232856,US,100,US,M
2023,SE,FT,Machine Learning Engineer,241131,USD,241131,US,100,US,M
2023,SE,FT,Machine Learning Engineer,245841,USD,245841,US,100,US,M
2023,SE,FT,Machine Learning Engineer,245752,USD,245752,US,100,US,M
2023,SE,FT,Data Science Manager,234558,USD,234558,US,0,US,M
2023,SE,FT,Data Science Manager,248846,USD,248846,US,0,US,M
2023,SE,FT,Data Engineer,243737,USD,243737,US,100,US,M
2023,SE,FT,Data Engineer,235372,USD,235372,US,100,US,M
2023,MI,FT,Machine Learning Engineer,203458,USD,203458,US,0,US,M
2023,MI,FT,Machine Learning Engineer,206160,USD,206160,US,0,US,M
2023,SE,FT,Data Architect,213382,USD,213382,US,0,US,M
2023,SE,FT,Data Architect,235262,USD,235262,US,0,US,M
2023,SE,FT,Machine Learning Software Engineer,240906,USD,240906,US,0,US,M
2023,SE,FT,Machine Learning Software Engineer,228932,USD,228932,US,0,US,M
2023,SE,FT,Data Scientist,246193,USD,246193,US,0,US,M
2023,SE,FT,Data Scientist,227900,USD,227900,US,0,US,M
2023,SE,FT,Data Engineer,229805,USD,229805,US,0,US,M
2023,SE,FT,Data Engineer,226225,USD,226225,US,0,US,M
2023,SE,FT,Machine Learning Software Engineer,232686,USD,232686,US,0,US,M
2023,SE,FT,Machine Learning Software Engineer,219356,USD,219356,US,0,US,M
2023,MI,FT,Data Analyst,170235,USD,170235,US,0,US,M
2023,MI,FT,Data Analyst,206616,USD,206616,US,0,US,M
2023,SE,FT,Data Engineer,228145,USD,228145,US,100,US,M
2023,SE,FT,Data Engineer,226414,USD,226414,US,100,US,M
2023,SE,FT,Data Engineer,202482,USD,202482,US,0,US,M
2023,SE,FT,Data Engineer,220639,USD,220639,US,0,US,M
2023,EX,FT,Data Engineer,262437,USD,262437,US,100,US,M
2023,EX,FT,Data Engineer,297986,USD,297986,US,100,US,M
2023,SE,FT,Data Analyst,249606,USD,249606,US,100,US,M
2023,SE,FT,Data Analyst,229249,USD,229249,US,100,US,M
2023,SE,FT,Data Scientist,256704,USD,256704,US,0,US,M
2023,SE,FT,Data Scientist,241470,USD,241470,US,0,US,M
2023,MI,FT,Data Engineer,194405,USD,194405,US,100,US,M
2023,MI,FT,Data Engineer,168334,USD,168334,US,100,US,M
2023,SE,FT,Data Engineer,265766,USD,265766,US,100,US,M
2023,SE,FT,Data Engineer,221640,USD,221640,US,100,US,M
2023,MI,FT,Data Analyst,167773,USD,167773,HR,0,HR,M
2023,MI,FT,Data Analyst,199759,USD,199759,HR,0,HR,M
2023,EN,PT,Data Analyst,206750,USD,206750,PL,100,IN,L
2023,EN,FT,Data Scientist,196296,USD,196296,BR,100,BR,L
2023,SE,FT,Data Science Lead,236160,USD,236160,US,0,US,M
2023,SE,FT,Data Science Lead,236530,USD,236530,US,0,US,M
2023,SE,FT,Data Scientist,239931,USD,239931,US,0,US,M
2023,SE,FT,Data Scientist,238798,USD,238798,US,0,US,M
2023,SE,FT,Data Engineer,231671,USD,231671,US,0,US,M
2023,SE,FT,Data Engineer,229549,USD,229549,US,0,US,M
2023,MI,FT,Data Engineer,187549,USD,187549,US,0,US,M
2023,MI,FT,Data Engineer,179260,USD,179260,US,0,US,M
2023,SE,FT,Machine Learning Infrastructure Engineer,238634,USD,238634,FR,100,FR,M
2023,SE,FT,Machine Learning Infrastructure Engineer,221703,USD,221703,FR,100,FR,M
2023,SE,FT,Data Scientist,228520,USD,228520,US,0,US,M
2023,SE,FT,Data Scientist,217847,USD,217847,US,0,US,M
2023,SE,FT,Machine Learning Engineer,218668,USD,218668,US,0,US,M
2023,SE,FT,Machine Learning Engineer,234056,USD,234056,US,0,US,M
2023,SE,FT,Data Analyst,254188,USD,254188,US,100,US,M
2023,SE,FT,Data Analyst,248509,USD,248509,US,100,US,M
2023,SE,FT,Data Analyst,208671,USD,208671,US,0,US,M
2023,SE,FT,Data Analyst,215635,USD,215635,US,0,US,M
2023,SE,FT,Machine Learning Engineer,253178,USD,253178,US,100,US,M
2023,SE,FT,Machine Learning Engineer,230120,USD,230120,US,100,US,M
2023,SE,FT,Machine Learning Engineer,239206,USD,239206,US,100,US,M
2023,SE,FT,Machine Learning Engineer,248494,USD,248494,US,100,US,M
2023,MI,FT,Data Engineer,176690,USD,176690,US,0,US,M
2023,MI,FT,Data Engineer,189563,USD,189563,US,0,US,M
2023,MI,FT,Data Science Lead,173406,USD,173406,GB,0,GB,M
2023,MI,FT,Data Science Lead,182190,USD,182190,GB,0,GB,M
2023,SE,FT,Data Scientist,243533,USD,243533,US,100,US,M
2023,SE,FT,Data Scientist,220601,USD,220601,US,100,US,M
2023,SE,FT,Data Architect,243380,USD,243380,US,100,US,M
2023,SE,FT,Data Architect,237864,USD,237864,US,100,US,M
2023,EN,FT,Data Analyst,164123,USD,164123,US,100,US,M
2023,EN,FT,Data Analyst,160184,USD,160184,US,100,US,M
2023,SE,FT,Machine Learning Engineer,248254,USD,248254,US,0,US,M
2023,SE,FT,Machine Learning Engineer,233401,USD,233401,US,0,US,M
2023,SE,FT,Data Scientist,234551,USD,234551,US,100,US,M
2023,SE,FT,Data Scientist,241166,USD,241166,US,100,US,M
2023,SE,FT,Data Manager,235213,USD,235213,US,0,US,M
2023,SE,FT,Data Manager,229285,USD,229285,US,0,US,M
2022,EN,FT,Data Scientist,145186,USD,145186,US,0,US,M
2023,MI,FT,Machine Learning Engineer,193483,USD,193483,GB,100,GB,M
2023,EN,FT,Research Engineer,155852,USD,155852,GB,100,GB,M
2023,EN,FT,Research Engineer,146984,USD,146984,GB,100,GB,M
2023,SE,FT,Machine Learning Engineer,252875,USD,252875,US,0,US,M
2023,SE,FT,Machine Learning Engineer,216987,USD,216987,US,0,US,M
2023,SE,FT,Data Engineer,219992,USD,219992,US,0,US,M
2023,SE,FT,Data Engineer,219686,USD,219686,US,0,US,M
2023,SE,FT,Data Analyst,238229,USD,238229,US,0,US,M
2023,SE,FT,Data Analyst,223963,USD,223963,US,0,US,M
2023,SE,FT,Data Engineer,253259,USD,253259,US,100,US,M
2023,SE,FT,Data Engineer,230225,USD,230225,US,100,US,M
2023,SE,FT,Data Architect,241444,USD,241444,US,100,US,M
2023,SE,FT,Data Architect,228084,USD,228084,US,100,US,M
2023,SE,FT,Data Engineer,254018,USD,254018,US,0,US,M
2023,SE,FT,Data Engineer,214061,USD,214061,US,0,US,M
2023,SE,FT,Data Analyst,241214,USD,241214,ES,100,ES,M
2023,SE,FT,Data Analyst,245098,USD,245098,ES,100,ES,M
2023,EN,FT,Data Analyst,182461,USD,182461,US,100,US,L
2023,EN,FT,Data Analyst,170278,USD,170278,KW,50,US,L
2023,SE,FT,Data Engineer,226743,USD,226743,US,0,US,M
2023,SE,FT,Data Engineer,228825,USD,228825,US,0,US,M
2023,SE,FT,Data Engineer,226537,USD,226537,US,0,US,M
2023,SE,FT,Data Engineer,239856,USD,239856,US,0,US,M
2023,SE,FT,Big Data Architect,283002,USD,283002,GB,100,GB,L
2023,EN,FT,Data Scientist,163016,USD,163016,IN,0,IN,L
2023,SE,FT,Data Analyst,211077,USD,211077,US,0,US,M
2023,SE,FT,Data Analyst,226441,USD,226441,US,0,US,M
2023,SE,FT,Data Engineer,269228,USD,269228,US,100,US,M
2023,SE,FT,Data Engineer,228664,USD,228664,US,100,US,M
2023,EN,FT,Data Analyst,177151,USD,177151,US,100,US,M
2023,EN,FT,Data Analyst,177614,USD,177614,US,100,US,M
2023,SE,FT,Data Analyst,220862,USD,220862,US,0,US,M
2023,SE,FT,Data Analyst,234321,USD,234321,US,0,US,M
2023,MI,FT,Data Analyst,207022,USD,207022,US,0,US,M
2023,MI,FT,Data Analyst,182954,USD,182954,US,0,US,M
2023,SE,FT,Data Analyst,235059,USD,235059,US,100,US,M
2023,SE,FT,Data Analyst,230526,USD,230526,US,100,US,M
2023,SE,FT,Data Engineer,216134,USD,216134,US,0,US,M
2023,SE,FT,Data Engineer,220515,USD,220515,US,0,US,M
2023,SE,FT,Data Engineer,223626,USD,223626,US,100,US,M
2023,SE,FT,Data Engineer,238708,USD,238708,US,100,US,M
2023,SE,FT,Research Scientist,224668,USD,224668,ES,0,ES,M
2023,SE,FT,Research Scientist,236702,USD,236702,ES,0,ES,M
2023,SE,FT,Research Scientist,215246,USD,215246,ES,0,ES,M
2023,SE,FT,Research Scientist,237866,USD,237866,ES,0,ES,M
2023,MI,FT,Data Scientist,199693,USD,199693,US,0,US,M
2023,MI,FT,Data Scientist,165796,USD,165796,US,0,US,M
2023,SE,FT,Data Engineer,232784,USD,232784,US,0,US,M
2023,SE,FT,Data Engineer,243018,USD,243018,US,0,US,M
2023,SE,FT,Data Engineer,223797,USD,223797,US,100,US,M
2023,SE,FT,Data Engineer,258352,USD,258352,US,100,US,M
2023,EN,FT,Data Engineer,173323,USD,173323,VN,0,VN,L
2022,SE,FT,Machine Learning Software Engineer,229047,USD,229047,US,100,US,M
2023,SE,FT,Data Engineer,237631,USD,237631,IE,100,IE,M
2023,MI,FT,Product Data Analyst,230293,USD,230293,IN,100,IN,L
2023,SE,FT,Machine Learning Engineer,232811,USD,232811,US,0,US,M
2023,SE,FT,Machine Learning Engineer,238359,USD,238359,US,0,US,M
